Order_No,Order_Date,Retailer_Country,Retailer_Type,Order_Mode,Product_Category,Product_Type,Product,Revenue,Quantity,Gross margin
20006 -2013,7/11/2013,Singapore,Golf Shop,Web,Personal Accessories,Knives,Bear Survival Edge,3691.6,40,0.49073572
20007 -2013,7/3/2013,Singapore,Golf Shop,Web,Personal Accessories,Knives,Max Gizmo,6105,150,0.53857494
20008 -2013,6/26/2013,Singapore,Golf Shop,Web,Personal Accessories,Binoculars,Seeker Mini,15199.36,187,0.50787402
20009 -2013,12/12/2013,Singapore,Golf Shop,Web,Personal Accessories,Binoculars,Ranger Vision,1555.2,9,0.44444444
20010 -2013,8/22/2013,Singapore,Golf Shop,Web,Personal Accessories,Navigation,Glacier Basic,32882.64,1036,0.36988028
20011 -2013,5/26/2013,Singapore,Golf Shop,Web,Personal Accessories,Navigation,Sky Pilot,6444,18,0.34435754
20012 -2013,12/10/2013,Singapore,Golf Shop,Web,Outdoor Protection,Sunscreen,Sun Blocker,1400,280,0.61
20013 -2013,6/9/2013,Singapore,Golf Shop,Web,Outdoor Protection,Sunscreen,Sun Shelter 30,4595,919,0.63
20014 -2013,1/1/2013,Singapore,Golf Shop,Web,Golf Equipment,Irons,Hailstorm Steel Irons,130509.1,298,0.49537618
20015 -2013,7/2/2013,Singapore,Golf Shop,Web,Golf Equipment,Irons,Hailstorm Titanium Irons,104969.9,119,0.48883347
20016 -2013,5/9/2013,Singapore,Golf Shop,Web,Golf Equipment,Irons,Lady Hailstorm Steel Irons,92618.13,183,0.4511865
20017 -2013,1/21/2013,Singapore,Golf Shop,Web,Golf Equipment,Irons,Lady Hailstorm Titanium Irons,150333.46,178,0.50270552
20018 -2013,3/5/2013,Singapore,Golf Shop,Web,Golf Equipment,Woods,Hailstorm Titanium Woods Set,254788.83,211,0.48738334
20019 -2013,6/11/2013,Singapore,Golf Shop,Web,Golf Equipment,Woods,Hailstorm Steel Woods Set,152076,230,0.48336358
20020 -2013,6/19/2013,Singapore,Golf Shop,Web,Golf Equipment,Woods,Lady Hailstorm Titanium Woods Set,158882.79,123,0.52776509
20021 -2013,2/18/2013,Singapore,Golf Shop,Web,Golf Equipment,Putters,Course Pro Putter,46294.68,634,0.61106546
20022 -2013,4/4/2013,Singapore,Golf Shop,Web,Golf Equipment,Putters,Blue Steel Putter,22679.39,269,0.51132724
20023 -2013,6/25/2013,Singapore,Golf Shop,Web,Golf Equipment,Putters,Blue Steel Max Putter,74302.8,433,0.46503497
20024 -2013,12/8/2013,Singapore,Golf Shop,Web,Golf Equipment,Golf Accessories,Course Pro Golf and Tee Set,9991.94,958,0.73154362
20025 -2013,11/1/2013,Singapore,Golf Shop,Web,Golf Equipment,Golf Accessories,Course Pro Umbrella,26050.73,2087,0.51932249
20026 -2013,2/8/2013,Singapore,Golf Shop,Web,Golf Equipment,Golf Accessories,Course Pro Golf Bag,22709.06,109,0.61745224
20027 -2013,11/10/2013,Singapore,Department Store,Web,Camping Equipment,Cooking Gear,TrailChef Water Bag,29720.9,4510,0.55538695
20028 -2013,9/22/2013,Singapore,Department Store,Web,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,20891.64,924,0.29544449
20029 -2013,4/5/2013,Singapore,Department Store,Web,Camping Equipment,Cooking Gear,TrailChef Cup,5413.75,1525,0.76056338
20030 -2013,8/11/2013,Singapore,Department Store,Web,Camping Equipment,Cooking Gear,TrailChef Deluxe Cook Set,65928.05,535,0.35437799
20031 -2013,3/13/2013,Singapore,Department Store,Web,Camping Equipment,Cooking Gear,TrailChef Single Flame,103517.76,1632,0.26880025
20032 -2013,6/4/2013,Singapore,Department Store,Web,Camping Equipment,Cooking Gear,TrailChef Double Flame,45272.52,314,0.4798169
20033 -2013,1/22/2013,Singapore,Department Store,Web,Camping Equipment,Cooking Gear,TrailChef Kettle,28548.88,2273,0.59315287
20034 -2013,8/9/2013,Singapore,Department Store,Web,Camping Equipment,Sleeping Bags,Hibernator Lite,127101.15,1485,0.29898353
20035 -2013,7/22/2013,Singapore,Department Store,Web,Camping Equipment,Sleeping Bags,Hibernator Self - Inflating Mat,60817.73,503,0.56537921
20036 -2013,10/19/2013,Singapore,Department Store,Web,Camping Equipment,Sleeping Bags,Hibernator Pad,16363.45,415,0.49885874
20037 -2013,11/6/2013,Singapore,Department Store,Web,Camping Equipment,Sleeping Bags,Hibernator Pillow,20183.88,1633,0.41909385
20038 -2013,2/16/2013,Singapore,Department Store,Web,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,80489.38,818,0.33930725
20039 -2013,11/1/2013,Singapore,Department Store,Web,Camping Equipment,Packs,Canyon Mule Climber Backpack,38554.56,528,0.2810189
20040 -2013,8/14/2013,Singapore,Department Store,Web,Camping Equipment,Packs,Canyon Mule Weekender Backpack,149651.6,551,0.38637703
20041 -2013,11/24/2013,Singapore,Department Store,Web,Camping Equipment,Packs,Canyon Mule Journey Backpack,162419.52,461,0.39449932
20042 -2013,2/17/2013,Singapore,Department Store,Web,Camping Equipment,Packs,Canyon Mule Cooler,48916.8,1580,0.51550388
20043 -2013,5/22/2013,Singapore,Department Store,Web,Camping Equipment,Packs,Canyon Mule Carryall,37359.05,535,0.41028211
20044 -2013,2/7/2013,Singapore,Department Store,Web,Camping Equipment,Lanterns,Firefly Lite,8638.59,597,0.53351762
20045 -2013,12/17/2013,Singapore,Department Store,Web,Camping Equipment,Lanterns,Firefly Mapreader,14842.8,930,0.53007519
20046 -2013,8/17/2013,Singapore,Department Store,Web,Camping Equipment,Lanterns,Firefly 2,16806.15,633,0.37212806
20047 -2013,3/10/2013,Singapore,Department Store,Web,Camping Equipment,Lanterns,Firefly 4,9376.25,325,0.37608319
20048 -2013,4/18/2013,Singapore,Department Store,Web,Camping Equipment,Lanterns,EverGlow Double,2453.28,48,0.43748777
20049 -2013,4/11/2013,Singapore,Department Store,Web,Camping Equipment,Lanterns,EverGlow Kerosene,20160.45,639,0.36608558
20050 -2013,12/10/2013,Singapore,Department Store,Web,Camping Equipment,Lanterns,EverGlow Butane,1015.95,15,0.40011812
20051 -2013,4/5/2013,Singapore,Department Store,Web,Camping Equipment,Lanterns,Flicker Lantern,10970.41,319,0.5457982
20052 -2013,8/12/2013,Singapore,Department Store,Web,Personal Accessories,Knives,Single Edge,38738.74,3191,0.29489292
20053 -2013,9/28/2013,Singapore,Department Store,Web,Personal Accessories,Knives,Double Edge,10829.84,664,0.29920294
20054 -2013,6/20/2013,Singapore,Department Store,Web,Personal Accessories,Knives,Bear Survival Edge,11223.04,128,0.46395985
20055 -2013,12/1/2013,Singapore,Department Store,Web,Personal Accessories,Knives,Max Gizmo,7366.7,181,0.53857494
20056 -2013,11/23/2013,Singapore,Department Store,Web,Personal Accessories,Knives,Pocket Gizmo,6050.1,469,0.59302326
20057 -2013,6/25/2013,Singapore,Department Store,Web,Personal Accessories,Binoculars,Seeker 35,33710.11,337,0.28831351
20058 -2013,8/21/2013,Singapore,Department Store,Web,Personal Accessories,Binoculars,Seeker 50,25352.6,199,0.2733124
20059 -2013,3/14/2013,Singapore,Department Store,Web,Personal Accessories,Binoculars,Opera Vision,7700,70,0.54294675
20060 -2013,10/29/2013,Singapore,Department Store,Web,Personal Accessories,Binoculars,Ranger Vision,18090.4,107,0.51143037
20061 -2013,4/2/2013,Singapore,Department Store,Web,Personal Accessories,Navigation,Glacier Basic,54807.63,1709,0.3763642
20062 -2013,7/12/2013,Singapore,Department Store,Web,Personal Accessories,Navigation,Glacier Deluxe,28493.82,311,0.42152368
20063 -2013,4/18/2013,Singapore,Department Store,Web,Personal Accessories,Navigation,Glacier GPS,69749.81,629,0.33772207
20064 -2013,10/23/2013,Singapore,Department Store,Web,Personal Accessories,Navigation,Astro Pilot,27695,191,0.37744936
20065 -2013,3/26/2013,Singapore,Department Store,Web,Personal Accessories,Navigation,Sky Pilot,44750,125,0.34681587
20066 -2013,4/16/2013,Singapore,Department Store,Web,Personal Accessories,Navigation,Auto Pilot,10105,43,0.34719149
20067 -2013,10/22/2013,Singapore,Department Store,Web,Outdoor Protection,First Aid,Insect Bite Relief,318,53,0.54
20068 -2013,9/4/2013,Singapore,Department Store,Web,Golf Equipment,Woods,Lady Hailstorm Steel Woods Set,134983.68,156,0.51345229
20069 -2013,10/11/2013,Singapore,Department Store,Web,Golf Equipment,Putters,Blue Steel Putter,19812.85,235,0.51132724
20070 -2013,1/3/2013,Singapore,Department Store,Web,Golf Equipment,Putters,Blue Steel Max Putter,46332,270,0.46503497
20071 -2013,8/6/2013,Singapore,Department Store,Web,Golf Equipment,Golf Accessories,Course Pro Golf and Tee Set,9362.57,917,0.72575906
20072 -2013,8/3/2013,Singapore,Department Store,Web,Golf Equipment,Golf Accessories,Course Pro Umbrella,13760.01,1107,0.51729686
20073 -2013,7/13/2013,Singapore,Department Store,Web,Golf Equipment,Golf Accessories,Course Pro Gloves,25749.5,4080,0.59595332
20074 -2013,12/10/2013,Singapore,Direct Marketing,Web,Camping Equipment,Cooking Gear,TrailChef Water Bag,23443.7,3745,0.53194888
20075 -2013,7/29/2013,Singapore,Direct Marketing,Web,Camping Equipment,Cooking Gear,TrailChef Canteen,13608,1120,0.34814815
20076 -2013,11/29/2013,Singapore,Direct Marketing,Web,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,22317.24,957,0.31689537
20077 -2013,2/26/2013,Singapore,Direct Marketing,Web,Camping Equipment,Cooking Gear,TrailChef Kettle,31965.2,2545,0.59315287
20078 -2013,5/7/2013,Singapore,Direct Marketing,Web,Camping Equipment,Packs,Canyon Mule Weekender Backpack,85010.8,313,0.38637703
20079 -2013,12/11/2013,Singapore,Direct Marketing,Web,Camping Equipment,Lanterns,Firefly 2,16816.14,627,0.37844892
20080 -2013,8/17/2013,Singapore,Direct Marketing,Web,Camping Equipment,Lanterns,Firefly 4,8684.8,295,0.38858696
20081 -2013,8/29/2013,Singapore,Direct Marketing,Web,Camping Equipment,Lanterns,Firefly Multi-light,8015.08,302,0.33006782
20082 -2013,3/22/2013,Singapore,Direct Marketing,Web,Camping Equipment,Lanterns,EverGlow Single,20208.45,597,0.44638109
20083 -2013,4/15/2013,Singapore,Direct Marketing,Web,Camping Equipment,Lanterns,EverGlow Lamp,28976.52,1074,0.52594514
20084 -2013,7/18/2013,Singapore,Direct Marketing,Web,Camping Equipment,Lanterns,Flicker Lantern,9904.32,288,0.5457982
20085 -2013,6/14/2013,Singapore,Direct Marketing,Web,Outdoor Protection,Insect Repellents,BugShield Natural,7752,1292,0.69
20086 -2013,8/1/2013,Singapore,Direct Marketing,Web,Outdoor Protection,Insect Repellents,BugShield Spray,6947.56,1156,0.69550749
20087 -2013,12/11/2013,Singapore,Direct Marketing,Web,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,4102,586,0.73142857
20088 -2013,9/5/2013,Singapore,Direct Marketing,Web,Outdoor Protection,Insect Repellents,BugShield Lotion,5915,845,0.66714286
20089 -2013,1/1/2013,Singapore,Direct Marketing,Web,Outdoor Protection,Insect Repellents,BugShield Extreme,10314.01,1519,0.64359352
20090 -2013,11/27/2013,Singapore,Direct Marketing,Web,Outdoor Protection,Sunscreen,Sun Blocker,2870,574,0.61
20091 -2013,3/20/2013,Singapore,Direct Marketing,Web,Outdoor Protection,Sunscreen,Sun Shelter Stick,3735,747,0.608
20092 -2013,10/23/2013,Singapore,Direct Marketing,Web,Outdoor Protection,Sunscreen,Sun Shelter 30,8125,1625,0.63
20093 -2013,10/20/2013,Singapore,Direct Marketing,Web,Outdoor Protection,Sunscreen,Sun Shield,5394,899,0.54
20094 -2013,3/22/2013,Singapore,Direct Marketing,Web,Outdoor Protection,First Aid,Compact Relief Kit,1817,79,0.60869565
20095 -2013,12/3/2013,Singapore,Direct Marketing,Web,Outdoor Protection,First Aid,Deluxe Family Relief Kit,4340,124,0.59885714
20096 -2013,9/4/2013,Singapore,Direct Marketing,Web,Outdoor Protection,First Aid,Calamine Relief,942,157,0.52833333
20097 -2013,5/15/2013,Singapore,Direct Marketing,Web,Outdoor Protection,First Aid,Aloe Relief,643.29,123,0.63288719
20098 -2013,1/4/2013,Singapore,Direct Marketing,Web,Outdoor Protection,First Aid,Insect Bite Relief,726,121,0.54
20099 -2013,3/23/2013,Singapore,Warehouse Store,Web,Camping Equipment,Cooking Gear,TrailChef Cup,6652.7,1874,0.76056338
20100 -2013,7/22/2013,Singapore,Warehouse Store,Web,Camping Equipment,Cooking Gear,TrailChef Single Flame,53534.92,844,0.26880025
20101 -2013,3/10/2013,Singapore,Warehouse Store,Web,Camping Equipment,Cooking Gear,TrailChef Double Flame,39270.49,306,0.41559171
20102 -2013,9/8/2013,Singapore,Warehouse Store,Web,Camping Equipment,Sleeping Bags,Hibernator Self - Inflating Mat,44736.7,370,0.56537921
20103 -2013,12/25/2013,Singapore,Warehouse Store,Web,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,731.36,14,0.0007657
20104 -2013,5/7/2013,Singapore,Warehouse Store,Web,Camping Equipment,Packs,Canyon Mule Journey Backpack,133510.5,450,0.28096667
20105 -2013,2/12/2013,Singapore,Warehouse Store,Web,Camping Equipment,Packs,Canyon Mule Extreme Backpack,63873.54,146,0.45397609
20106 -2013,3/12/2013,Singapore,Warehouse Store,Web,Camping Equipment,Lanterns,EverGlow Single,21929.76,942,0.3556701
20107 -2013,1/8/2013,Singapore,Warehouse Store,Web,Camping Equipment,Lanterns,EverGlow Butane,7832.6,121,0.37233741
20108 -2013,8/23/2013,Singapore,Warehouse Store,Web,Personal Accessories,Knives,Single Edge,46884.68,3862,0.29489292
20109 -2013,7/12/2013,Singapore,Warehouse Store,Web,Personal Accessories,Knives,Double Edge,12835.97,787,0.29920294
20110 -2013,7/26/2013,Singapore,Warehouse Store,Web,Personal Accessories,Knives,Edge Extreme,34454.13,303,0.2964559
20111 -2013,1/14/2013,Singapore,Warehouse Store,Web,Personal Accessories,Knives,Bear Survival Edge,12976.64,148,0.46395985
20112 -2013,7/3/2013,Singapore,Warehouse Store,Web,Personal Accessories,Binoculars,Seeker 50,25607.4,201,0.2733124
20113 -2013,5/2/2013,Singapore,Warehouse Store,Web,Personal Accessories,Binoculars,Seeker Extreme,20477.72,118,0.45764665
20114 -2013,5/2/2013,Singapore,Warehouse Store,Web,Personal Accessories,Binoculars,Seeker Mini,7802.88,96,0.50787402
20115 -2013,11/26/2013,Singapore,Warehouse Store,Web,Personal Accessories,Navigation,Glacier Deluxe,15667.02,171,0.42152368
20116 -2013,7/26/2013,Singapore,Warehouse Store,Web,Personal Accessories,Navigation,Glacier GPS Extreme,45093.84,132,0.48343188
20117 -2013,4/1/2013,Singapore,Warehouse Store,Web,Outdoor Protection,Insect Repellents,BugShield Natural,4338,723,0.69
20118 -2013,4/28/2013,Singapore,Warehouse Store,Web,Outdoor Protection,Insect Repellents,BugShield Extreme,9185.54,1339,0.64723032
20119 -2013,6/4/2013,Singapore,Warehouse Store,Web,Outdoor Protection,Sunscreen,Sun Shelter Stick,2035,407,0.608
20120 -2013,8/1/2013,Singapore,Warehouse Store,Web,Outdoor Protection,Sunscreen,Sun Shelter 15,4320,864,0.642
20121 -2013,7/29/2013,Singapore,Warehouse Store,Web,Outdoor Protection,First Aid,Compact Relief Kit,3266,142,0.60869565
20122 -2013,3/10/2013,Singapore,Warehouse Store,Web,Outdoor Protection,First Aid,Aloe Relief,324.26,62,0.63288719
20123 -2013,2/17/2013,Singapore,Warehouse Store,Web,Outdoor Protection,First Aid,Insect Bite Relief,576,96,0.54
20124 -2013,4/3/2013,Singapore,Equipment Rental Store,Web,Camping Equipment,Cooking Gear,TrailChef Cup,6691.75,1885,0.76056338
20125 -2013,12/19/2013,Singapore,Equipment Rental Store,Web,Camping Equipment,Cooking Gear,TrailChef Double Flame,35445.92,279,0.40966407
20126 -2013,3/5/2013,Singapore,Equipment Rental Store,Web,Camping Equipment,Cooking Gear,TrailChef Utensils,6172.8,320,0.48159668
20127 -2013,1/11/2013,Singapore,Equipment Rental Store,Web,Camping Equipment,Sleeping Bags,Hibernator,89413.09,641,0.38346835
20128 -2013,9/13/2013,Singapore,Equipment Rental Store,Web,Camping Equipment,Sleeping Bags,Hibernator Extreme,105789.6,420,0.40447832
20129 -2013,9/11/2013,Singapore,Equipment Rental Store,Web,Camping Equipment,Sleeping Bags,Hibernator Pillow,7589.5,430,0.52124646
20130 -2013,12/7/2013,Singapore,Equipment Rental Store,Web,Camping Equipment,Packs,Canyon Mule Journey Backpack,80328.96,228,0.39449932
20131 -2013,8/2/2013,Singapore,Equipment Rental Store,Web,Camping Equipment,Lanterns,Firefly 2,14348.7,535,0.37844892
20132 -2013,7/25/2013,Singapore,Equipment Rental Store,Web,Camping Equipment,Lanterns,Firefly Extreme,9691.06,179,0.44052457
20133 -2013,10/10/2013,Singapore,Equipment Rental Store,Web,Camping Equipment,Lanterns,EverGlow Kerosene,11831.25,375,0.36608558
20134 -2013,2/28/2013,Singapore,Equipment Rental Store,Web,Camping Equipment,Lanterns,EverGlow Butane,8685.9,135,0.36851104
20135 -2013,9/13/2013,Singapore,Equipment Rental Store,Web,Mountaineering Equipment,Rope,Husky Rope 50,37848,249,0.33611842
20136 -2013,4/24/2013,Singapore,Equipment Rental Store,Web,Mountaineering Equipment,Rope,Husky Rope 60,22923.5,127,0.29911357
20137 -2013,11/24/2013,Singapore,Equipment Rental Store,Web,Mountaineering Equipment,Climbing Accessories,Granite Carabiner,14250,3750,0.48421053
20138 -2013,12/17/2013,Singapore,Equipment Rental Store,Web,Mountaineering Equipment,Climbing Accessories,Granite Belay,23873.5,359,0.48165414
20139 -2013,4/1/2013,Singapore,Equipment Rental Store,Web,Mountaineering Equipment,Climbing Accessories,Granite Pulley,18540.58,503,0.50217037
20140 -2013,12/15/2013,Singapore,Equipment Rental Store,Web,Mountaineering Equipment,Climbing Accessories,Firefly Climbing Lamp,17909.83,457,0.44628732
20141 -2013,5/24/2013,Singapore,Equipment Rental Store,Web,Mountaineering Equipment,Climbing Accessories,Firefly Charger,22174.11,427,0.56942037
20142 -2013,9/13/2013,Singapore,Equipment Rental Store,Web,Mountaineering Equipment,Climbing Accessories,Firefly Rechargeable Battery,14239.6,1835,0.59407216
20143 -2013,7/20/2013,Singapore,Equipment Rental Store,Web,Mountaineering Equipment,Climbing Accessories,Granite Chalk Bag,10170,565,0.52611111
20144 -2013,4/22/2013,Singapore,Equipment Rental Store,Web,Mountaineering Equipment,Tools,Granite Grip,10682,545,0.49540816
20145 -2013,4/27/2013,Singapore,Equipment Rental Store,Web,Outdoor Protection,Sunscreen,Sun Shield,3144,524,0.54
20146 -2013,3/2/2013,Singapore,Equipment Rental Store,Web,Golf Equipment,Irons,Hailstorm Titanium Irons,112908.8,128,0.48883347
20147 -2013,9/14/2013,Singapore,Equipment Rental Store,Web,Golf Equipment,Woods,Lady Hailstorm Steel Woods Set,62300.16,72,0.51345229
20148 -2013,6/21/2013,Singapore,Equipment Rental Store,Web,Golf Equipment,Putters,Course Pro Putter,53304.6,730,0.61106546
20149 -2013,1/18/2013,Singapore,Equipment Rental Store,Web,Golf Equipment,Putters,Blue Steel Putter,20234.4,240,0.51132724
20150 -2013,3/3/2013,Singapore,Equipment Rental Store,Web,Golf Equipment,Golf Accessories,Course Pro Golf Bag,41042.98,197,0.61745224
20151 -2013,6/3/2013,Singapore,Outdoors Shop,Web,Camping Equipment,Cooking Gear,TrailChef Water Bag,23781.74,3799,0.53194888
20152 -2013,8/17/2013,Singapore,Outdoors Shop,Web,Camping Equipment,Cooking Gear,TrailChef Canteen,11481.8,935,0.35504886
20153 -2013,8/6/2013,Singapore,Outdoors Shop,Web,Camping Equipment,Cooking Gear,TrailChef Cook Set,155895.41,2937,0.3411808
20154 -2013,9/8/2013,Singapore,Outdoors Shop,Web,Camping Equipment,Cooking Gear,TrailChef Deluxe Cook Set,60136.24,488,0.35437799
20155 -2013,11/10/2013,Singapore,Outdoors Shop,Web,Camping Equipment,Cooking Gear,TrailChef Double Flame,15936.9,210,0.0117275
20156 -2013,5/17/2013,Singapore,Outdoors Shop,Web,Camping Equipment,Cooking Gear,TrailChef Kettle,25496.8,2030,0.59315287
20157 -2013,4/13/2013,Singapore,Outdoors Shop,Web,Camping Equipment,Cooking Gear,TrailChef Utensils,34337.91,1830,0.46706133
20158 -2013,9/28/2013,Singapore,Outdoors Shop,Web,Camping Equipment,Sleeping Bags,Hibernator Lite,74120.94,866,0.29898353
20159 -2013,11/24/2013,Singapore,Outdoors Shop,Web,Camping Equipment,Sleeping Bags,Hibernator,152881.04,1096,0.38346835
20160 -2013,9/20/2013,Singapore,Outdoors Shop,Web,Camping Equipment,Sleeping Bags,Hibernator Extreme,178331.04,708,0.40447832
20161 -2013,1/19/2013,Singapore,Outdoors Shop,Web,Camping Equipment,Sleeping Bags,Hibernator Self - Inflating Mat,55497.69,459,0.56537921
20162 -2013,12/14/2013,Singapore,Outdoors Shop,Web,Camping Equipment,Sleeping Bags,Hibernator Pad,35776.32,898,0.50401606
20163 -2013,9/4/2013,Singapore,Outdoors Shop,Web,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,18561.62,187,0.3426355
20164 -2013,5/26/2013,Singapore,Outdoors Shop,Web,Camping Equipment,Packs,Canyon Mule Climber Backpack,81636.36,1118,0.2810189
20165 -2013,5/11/2013,Singapore,Outdoors Shop,Web,Camping Equipment,Packs,Canyon Mule Extreme Backpack,115934.85,265,0.45397609
20166 -2013,7/25/2013,Singapore,Outdoors Shop,Web,Camping Equipment,Packs,Canyon Mule Cooler,28638,925,0.51550388
20167 -2013,8/22/2013,Singapore,Outdoors Shop,Web,Camping Equipment,Packs,Canyon Mule Carryall,62916.83,901,0.41028211
20168 -2013,4/11/2013,Singapore,Outdoors Shop,Web,Camping Equipment,Lanterns,Firefly Lite,16582.62,1146,0.53351762
20169 -2013,9/6/2013,Singapore,Outdoors Shop,Web,Camping Equipment,Lanterns,Firefly Mapreader,25759.44,1614,0.53007519
20170 -2013,2/17/2013,Singapore,Outdoors Shop,Web,Camping Equipment,Lanterns,Firefly 4,9950.72,338,0.38858696
20171 -2013,2/7/2013,Singapore,Outdoors Shop,Web,Camping Equipment,Lanterns,Firefly Extreme,17541.36,324,0.44052457
20172 -2013,1/12/2013,Singapore,Outdoors Shop,Web,Camping Equipment,Lanterns,Firefly Multi-light,9050.14,341,0.33006782
20173 -2013,8/6/2013,Singapore,Outdoors Shop,Web,Camping Equipment,Lanterns,EverGlow Single,20953.15,619,0.44638109
20174 -2013,1/27/2013,Singapore,Outdoors Shop,Web,Camping Equipment,Lanterns,EverGlow Butane,9329.3,145,0.36851104
20175 -2013,3/26/2013,Singapore,Outdoors Shop,Web,Camping Equipment,Lanterns,EverGlow Lamp,25942,952,0.5306422
20176 -2013,5/16/2013,Singapore,Outdoors Shop,Web,Mountaineering Equipment,Rope,Husky Rope 50,66272,436,0.33611842
20177 -2013,1/17/2013,Singapore,Outdoors Shop,Web,Mountaineering Equipment,Rope,Husky Rope 60,20938,116,0.29911357
20178 -2013,2/17/2013,Singapore,Outdoors Shop,Web,Mountaineering Equipment,Rope,Husky Rope 100,132719.99,403,0.30862661
20179 -2013,7/27/2013,Singapore,Outdoors Shop,Web,Mountaineering Equipment,Rope,Husky Rope 200,162776.54,298,0.32198891
20180 -2013,11/29/2013,Singapore,Outdoors Shop,Web,Mountaineering Equipment,Safety,Granite Climbing Helmet,90546.4,1288,0.25263158
20181 -2013,11/26/2013,Singapore,Outdoors Shop,Web,Mountaineering Equipment,Safety,Husky Harness,60576.75,981,0.29117409
20182 -2013,1/26/2013,Singapore,Outdoors Shop,Web,Mountaineering Equipment,Safety,Husky Harness Extreme,129789,1242,0.48392344
20183 -2013,9/12/2013,Singapore,Outdoors Shop,Web,Mountaineering Equipment,Safety,Granite Signal Mirror,15477,469,0.52393939
20184 -2013,3/27/2013,Singapore,Outdoors Shop,Web,Mountaineering Equipment,Climbing Accessories,Granite Carabiner,26349.2,6934,0.48421053
20185 -2013,2/12/2013,Singapore,Outdoors Shop,Web,Mountaineering Equipment,Climbing Accessories,Granite Belay,47880,720,0.48165414
20186 -2013,1/29/2013,Singapore,Outdoors Shop,Web,Mountaineering Equipment,Climbing Accessories,Granite Pulley,37194.78,1004,0.50467781
20187 -2013,3/17/2013,Singapore,Outdoors Shop,Web,Mountaineering Equipment,Climbing Accessories,Firefly Climbing Lamp,10502.92,268,0.44628732
20188 -2013,3/10/2013,Singapore,Outdoors Shop,Web,Mountaineering Equipment,Climbing Accessories,Firefly Charger,41699.79,803,0.56942037
20189 -2013,5/19/2013,Singapore,Outdoors Shop,Web,Mountaineering Equipment,Climbing Accessories,Firefly Rechargeable Battery,26050.32,3357,0.59407216
20190 -2013,9/2/2013,Singapore,Outdoors Shop,Web,Mountaineering Equipment,Climbing Accessories,Granite Chalk Bag,3798,211,0.52611111
20191 -2013,7/6/2013,Singapore,Outdoors Shop,Web,Mountaineering Equipment,Tools,Granite Ice,97356,1281,0.48723684
20192 -2013,10/10/2013,Singapore,Outdoors Shop,Web,Mountaineering Equipment,Tools,Granite Hammer,68761.9,905,0.25138194
20193 -2013,6/8/2013,Singapore,Outdoors Shop,Web,Mountaineering Equipment,Tools,Granite Shovel,37743.18,642,0.3856098
20194 -2013,12/22/2013,Singapore,Outdoors Shop,Web,Mountaineering Equipment,Tools,Granite Grip,24970.4,1274,0.49540816
20195 -2013,5/13/2013,Singapore,Outdoors Shop,Web,Mountaineering Equipment,Tools,Granite Axe,114971.2,2985,0.49320178
20196 -2013,3/18/2013,Singapore,Outdoors Shop,Web,Mountaineering Equipment,Tools,Granite Extreme,166896,2196,0.38789474
20197 -2013,7/2/2013,Singapore,Outdoors Shop,Web,Personal Accessories,Knives,Single Edge,53209.62,4383,0.29489292
20198 -2013,5/24/2013,Singapore,Outdoors Shop,Web,Personal Accessories,Knives,Edge Extreme,77436.51,681,0.2964559
20199 -2013,10/15/2013,Singapore,Outdoors Shop,Web,Personal Accessories,Knives,Bear Edge,11476.19,289,0.40745404
20200 -2013,11/2/2013,Singapore,Outdoors Shop,Web,Personal Accessories,Knives,Max Gizmo,66005,1628,0.54520294
20201 -2013,5/27/2013,Singapore,Outdoors Shop,Web,Personal Accessories,Knives,Pocket Gizmo,19092,1480,0.60386235
20202 -2013,10/23/2013,Singapore,Outdoors Shop,Web,Personal Accessories,Binoculars,Seeker 35,76422.92,764,0.28831351
20203 -2013,12/4/2013,Singapore,Outdoors Shop,Web,Personal Accessories,Binoculars,Seeker 50,19492.2,153,0.2733124
20204 -2013,10/24/2013,Singapore,Outdoors Shop,Web,Personal Accessories,Binoculars,Seeker Extreme,22733.74,131,0.45764665
20205 -2013,5/8/2013,Singapore,Outdoors Shop,Web,Personal Accessories,Binoculars,Seeker Mini,10078.72,124,0.50787402
20206 -2013,10/29/2013,Singapore,Outdoors Shop,Web,Personal Accessories,Binoculars,Opera Vision,17270,157,0.54258483
20207 -2013,11/23/2013,Singapore,Outdoors Shop,Web,Personal Accessories,Binoculars,Ranger Vision,46177.2,272,0.49503521
20208 -2013,7/22/2013,Singapore,Outdoors Shop,Web,Personal Accessories,Navigation,Glacier GPS Extreme,44752.22,131,0.48343188
20209 -2013,10/19/2013,Singapore,Outdoors Shop,Web,Personal Accessories,Navigation,Astro Pilot,50025,345,0.37674523
20210 -2013,9/27/2013,Singapore,Outdoors Shop,Web,Personal Accessories,Navigation,Sky Pilot,31504,88,0.34917217
20211 -2013,10/1/2013,Singapore,Outdoors Shop,Web,Personal Accessories,Navigation,Auto Pilot,19505,83,0.34765291
20212 -2013,11/1/2013,Singapore,Outdoors Shop,Web,Outdoor Protection,Insect Repellents,BugShield Lotion,3094,442,0.66714286
